,Id aluno,Idade,Concelho,Sexo,Matematica,Estatistica,Portugues,Ingles,Local do exame,Tipo de escola,Trabalhador estudante,Estado civil,Media,Aprovado
560,A0561,55,Coimbra,Masculino,16,15,10,8,Escola A,Privada,Sim,Outro,12.25,True
561,A0562,36,Faro,Masculino,18,14,20,19,Escola D,Privada,Nao,Solteiro,17.75,True
562,A0563,25,Lisboa,Masculino,18,12,3,0,Escola A,Publica,Nao,Solteiro,8.25,False
563,A0564,18,Faro,Feminino,15,15,6,14,Escola D,Privada,Sim,Solteiro,12.5,True
564,A0565,39,Faro,Masculino,11,16,14,20,Escola A,Privada,Nao,Casado,15.25,True
565,A0566,34,Coimbra,Feminino,11,20,17,5,Escola C,Publica,Nao,Outro,13.25,True
566,A0567,24,Braga,Feminino,19,6,11,18,Escola A,Privada,Sim,Casado,13.5,True
567,A0568,42,Porto,Feminino,5,16,16,17,Escola D,Privada,Sim,Casado,13.5,True
568,A0569,21,Braga,Masculino,3,6,0,5,Escola B,Publica,Sim,Casado,3.5,False
569,A0570,53,Coimbra,Feminino,5,12,10,12,Escola D,Publica,Nao,Outro,9.75,False
570,A0571,23,Coimbra,Feminino,10,4,0,0,Escola B,Privada,Nao,Casado,3.5,False
571,A0572,48,Coimbra,Feminino,0,16,14,12,Escola C,Privada,Nao,Solteiro,10.5,True
572,A0573,36,Lisboa,Feminino,14,2,20,6,Escola D,Publica,Nao,Solteiro,10.5,True
573,A0574,56,Braga,Feminino,10,6,9,14,Escola A,Publica,Sim,Solteiro,9.75,False
574,A0575,44,Braga,Masculino,18,16,6,11,Escola D,Privada,Nao,Outro,12.75,True
575,A0576,27,Faro,Feminino,17,6,1,0,Escola B,Privada,Sim,Casado,6.0,False
576,A0577,43,Faro,Feminino,16,20,9,14,Escola C,Privada,Nao,Outro,14.75,True
577,A0578,36,Faro,Masculino,18,0,3,3,Escola A,Publica,Nao,Casado,6.0,False
578,A0579,56,Coimbra,Feminino,20,16,11,12,Escola D,Privada,Sim,Solteiro,14.75,True
579,A0580,20,Braga,Masculino,13,16,18,4,Escola B,Publica,Nao,Casado,12.75,True
580,A0581,30,Coimbra,Feminino,17,10,10,1,Escola A,Publica,Nao,Casado,9.5,False
581,A0582,45,Lisboa,Masculino,18,2,7,0,Escola C,Publica,Sim,Casado,6.75,False
582,A0583,37,Faro,Masculino,14,14,17,15,Escola A,Privada,Nao,Outro,15.0,True
583,A0584,45,Coimbra,Feminino,14,20,10,5,Escola C,Privada,Sim,Casado,12.25,True
584,A0585,25,Coimbra,Feminino,3,10,10,15,Escola A,Privada,Sim,Casado,9.5,False
585,A0586,58,Lisboa,Feminino,6,15,12,13,Escola D,Publica,Sim,Casado,11.5,True
586,A0587,56,Porto,Masculino,12,8,2,2,Escola B,Privada,Sim,Outro,6.0,False
587,A0588,18,Braga,Masculino,2,0,11,14,Escola D,Publica,Nao,Outro,6.75,False
588,A0589,20,Porto,Masculino,15,15,2,2,Escola D,Publica,Nao,Outro,8.5,False
589,A0590,30,Faro,Feminino,8,8,9,1,Escola C,Publica,Nao,Casado,6.5,False
590,A0591,45,Coimbra,Masculino,7,18,16,0,Escola C,Publica,Sim,Solteiro,10.25,True
591,A0592,42,Lisboa,Masculino,19,11,1,8,Escola C,Publica,Nao,Solteiro,9.75,False
592,A0593,50,Lisboa,Feminino,12,18,16,8,Escola D,Publica,Nao,Solteiro,13.5,True
593,A0594,55,Braga,Masculino,16,8,15,6,Escola A,Privada,Nao,Casado,11.25,True
594,A0595,23,Porto,Masculino,16,6,1,2,Escola A,Publica,Nao,Solteiro,6.25,False
595,A0596,49,Braga,Feminino,16,13,19,17,Escola D,Privada,Sim,Solteiro,16.25,True
596,A0597,38,Coimbra,Masculino,0,18,5,10,Escola D,Publica,Sim,Solteiro,8.25,False
597,A0598,33,Braga,Feminino,7,18,9,6,Escola B,Privada,Nao,Casado,10.0,True
598,A0599,38,Lisboa,Feminino,18,1,9,8,Escola C,Privada,Sim,Solteiro,9.0,False
599,A0600,28,Lisboa,Feminino,5,8,7,0,Escola C,Privada,Nao,Solteiro,5.0,False
600,A0601,54,Faro,Feminino,2,12,0,13,Escola D,Privada,Nao,Casado,6.75,False
601,A0602,53,Faro,Feminino,4,14,12,19,Escola D,Publica,Nao,Outro,12.25,True
602,A0603,52,Coimbra,Masculino,12,2,8,5,Escola A,Publica,Sim,Solteiro,6.75,False
603,A0604,36,Porto,Masculino,14,10,9,6,Escola D,Publica,Nao,Outro,9.75,False
604,A0605,37,Braga,Feminino,13,20,14,9,Escola A,Publica,Sim,Solteiro,14.0,True
605,A0606,35,Coimbra,Feminino,15,13,4,6,Escola D,Privada,Sim,Casado,9.5,False
606,A0607,58,Faro,Masculino,17,7,15,1,Escola B,Privada,Nao,Outro,10.0,True
607,A0608,31,Braga,Feminino,10,17,12,3,Escola B,Privada,Sim,Outro,10.5,True
608,A0609,32,Faro,Feminino,2,18,19,20,Escola A,Publica,Sim,Outro,14.75,True
609,A0610,48,Braga,Feminino,9,15,17,16,Escola C,Privada,Nao,Outro,14.25,True
610,A0611,18,Porto,Masculino,9,1,10,0,Escola B,Publica,Sim,Solteiro,5.0,False
611,A0612,20,Coimbra,Masculino,20,7,8,9,Escola A,Privada,Sim,Solteiro,11.0,True
612,A0613,33,Braga,Feminino,15,5,15,18,Escola D,Privada,Nao,Outro,13.25,True
613,A0614,40,Lisboa,Feminino,11,11,1,14,Escola D,Privada,Nao,Solteiro,9.25,False
614,A0615,28,Lisboa,Masculino,1,14,1,9,Escola A,Privada,Sim,Outro,6.25,False
615,A0616,29,Braga,Masculino,8,7,11,18,Escola C,Privada,Nao,Outro,11.0,True
616,A0617,27,Braga,Feminino,2,3,7,11,Escola A,Publica,Nao,Casado,5.75,False
617,A0618,49,Braga,Feminino,14,14,8,15,Escola A,Privada,Sim,Outro,12.75,True
618,A0619,33,Lisboa,Masculino,2,19,11,8,Escola B,Publica,Sim,Solteiro,10.0,True
619,A0620,25,Lisboa,Masculino,18,16,8,14,Escola A,Publica,Nao,Outro,14.0,True
620,A0621,55,Braga,Masculino,17,12,9,16,Escola A,Publica,Sim,Casado,13.5,True
621,A0622,29,Faro,Feminino,7,17,1,13,Escola D,Publica,Nao,Solteiro,9.5,False
622,A0623,41,Faro,Masculino,16,1,15,17,Escola B,Publica,Nao,Casado,12.25,True
623,A0624,45,Porto,Feminino,7,12,19,1,Escola D,Publica,Sim,Casado,9.75,False
624,A0625,25,Coimbra,Masculino,6,12,6,3,Escola D,Publica,Sim,Outro,6.75,False
625,A0626,45,Faro,Masculino,6,14,1,17,Escola C,Publica,Nao,Casado,9.5,False
626,A0627,53,Lisboa,Masculino,2,19,0,6,Escola C,Privada,Nao,Casado,6.75,False
627,A0628,43,Faro,Masculino,0,9,18,12,Escola B,Privada,Nao,Solteiro,9.75,False
628,A0629,25,Porto,Feminino,3,2,3,14,Escola B,Publica,Nao,Casado,5.5,False
629,A0630,45,Porto,Feminino,4,18,1,0,Escola C,Publica,Sim,Outro,5.75,False
630,A0631,45,Coimbra,Masculino,0,2,13,10,Escola C,Publica,Nao,Outro,6.25,False
631,A0632,54,Faro,Feminino,14,13,1,9,Escola C,Privada,Sim,Outro,9.25,False
632,A0633,58,Lisboa,Masculino,4,7,14,4,Escola C,Privada,Sim,Casado,7.25,False
633,A0634,53,Lisboa,Masculino,12,3,11,15,Escola C,Publica,Nao,Solteiro,10.25,True
634,A0635,44,Braga,Masculino,7,19,4,10,Escola D,Publica,Sim,Outro,10.0,True
635,A0636,34,Lisboa,Masculino,7,10,19,20,Escola B,Privada,Sim,Casado,14.0,True
636,A0637,26,Coimbra,Feminino,4,10,6,5,Escola D,Privada,Nao,Outro,6.25,False
637,A0638,50,Coimbra,Masculino,8,10,20,8,Escola D,Publica,Sim,Outro,11.5,True
638,A0639,37,Lisboa,Masculino,0,1,9,12,Escola A,Publica,Sim,Solteiro,5.5,False
639,A0640,30,Lisboa,Feminino,3,16,13,7,Escola D,Publica,Nao,Outro,9.75,False
640,A0641,45,Braga,Masculino,2,8,13,13,Escola C,Publica,Nao,Solteiro,9.0,False
641,A0642,46,Lisboa,Masculino,1,1,4,0,Escola C,Privada,Nao,Casado,1.5,False
642,A0643,30,Braga,Masculino,7,14,17,16,Escola A,Privada,Nao,Outro,13.5,True
643,A0644,52,Braga,Feminino,8,15,13,4,Escola A,Publica,Nao,Casado,10.0,True
644,A0645,23,Lisboa,Masculino,1,3,1,1,Escola A,Publica,Nao,Casado,1.5,False
645,A0646,35,Porto,Feminino,13,7,11,8,Escola A,Publica,Nao,Casado,9.75,False
646,A0647,22,Porto,Masculino,13,8,5,3,Escola A,Privada,Sim,Outro,7.25,False
647,A0648,42,Braga,Masculino,3,4,3,16,Escola D,Publica,Sim,Solteiro,6.5,False
648,A0649,19,Lisboa,Feminino,5,15,12,16,Escola A,Publica,Nao,Outro,12.0,True
649,A0650,27,Porto,Masculino,10,12,3,20,Escola D,Publica,Sim,Casado,11.25,True
650,A0651,47,Lisboa,Masculino,2,6,13,17,Escola B,Privada,Sim,Solteiro,9.5,False
651,A0652,22,Lisboa,Feminino,7,19,15,15,Escola A,Publica,Nao,Casado,14.0,True
652,A0653,50,Lisboa,Feminino,2,16,3,7,Escola A,Privada,Sim,Solteiro,7.0,False
653,A0654,18,Faro,Feminino,13,2,0,10,Escola D,Publica,Nao,Outro,6.25,False
654,A0655,35,Lisboa,Feminino,12,4,12,20,Escola B,Publica,Sim,Solteiro,12.0,True
655,A0656,49,Faro,Feminino,12,18,3,20,Escola D,Publica,Nao,Outro,13.25,True
656,A0657,28,Braga,Masculino,1,11,19,17,Escola D,Privada,Sim,Casado,12.0,True
657,A0658,38,Porto,Feminino,12,6,17,9,Escola A,Publica,Sim,Solteiro,11.0,True
658,A0659,43,Porto,Masculino,18,8,5,12,Escola C,Publica,Sim,Casado,10.75,True
659,A0660,42,Porto,Masculino,5,5,2,16,Escola C,Privada,Nao,Solteiro,7.0,False
660,A0661,39,Porto,Masculino,15,16,12,17,Escola D,Privada,Sim,Outro,15.0,True
661,A0662,44,Porto,Feminino,1,15,15,9,Escola A,Privada,Sim,Solteiro,10.0,True
662,A0663,30,Porto,Feminino,7,2,4,15,Escola B,Publica,Nao,Solteiro,7.0,False
663,A0664,50,Porto,Masculino,16,20,3,19,Escola C,Privada,Nao,Outro,14.5,True
664,A0665,51,Braga,Feminino,1,3,20,4,Escola B,Publica,Sim,Outro,7.0,False
665,A0666,58,Lisboa,Feminino,9,9,7,12,Escola C,Privada,Sim,Outro,9.25,False
666,A0667,52,Coimbra,Feminino,15,4,18,17,Escola A,Privada,Sim,Solteiro,13.5,True
667,A0668,18,Faro,Feminino,5,20,13,16,Escola D,Privada,Sim,Casado,13.5,True
668,A0669,38,Coimbra,Masculino,1,9,6,8,Escola B,Publica,Nao,Solteiro,6.0,False
669,A0670,23,Coimbra,Masculino,1,11,13,13,Escola B,Publica,Sim,Solteiro,9.5,False
670,A0671,45,Lisboa,Feminino,12,9,5,16,Escola D,Publica,Sim,Casado,10.5,True
671,A0672,34,Lisboa,Masculino,14,12,11,3,Escola B,Publica,Nao,Outro,10.0,True
672,A0673,22,Lisboa,Feminino,1,10,15,17,Escola C,Publica,Sim,Solteiro,10.75,True
673,A0674,48,Porto,Feminino,6,15,16,19,Escola D,Publica,Sim,Casado,14.0,True
674,A0675,22,Braga,Masculino,2,7,12,14,Escola C,Publica,Sim,Outro,8.75,False
675,A0676,55,Porto,Masculino,7,7,13,10,Escola C,Publica,Nao,Outro,9.25,False
676,A0677,20,Braga,Masculino,13,7,6,11,Escola A,Publica,Nao,Solteiro,9.25,False
677,A0678,40,Braga,Feminino,6,12,13,8,Escola C,Privada,Sim,Outro,9.75,False
678,A0679,54,Coimbra,Masculino,20,1,14,12,Escola A,Privada,Sim,Outro,11.75,True
679,A0680,54,Coimbra,Feminino,6,11,11,14,Escola B,Publica,Nao,Casado,10.5,True
680,A0681,27,Braga,Masculino,0,9,16,14,Escola B,Publica,Sim,Casado,9.75,False
681,A0682,27,Braga,Masculino,16,11,8,4,Escola A,Publica,Sim,Outro,9.75,False
682,A0683,36,Porto,Feminino,8,10,14,18,Escola C,Publica,Nao,Casado,12.5,True
683,A0684,34,Porto,Feminino,20,14,11,19,Escola D,Privada,Nao,Outro,16.0,True
684,A0685,38,Coimbra,Feminino,12,15,1,13,Escola D,Privada,Nao,Solteiro,10.25,True
685,A0686,31,Lisboa,Feminino,20,16,4,16,Escola A,Publica,Sim,Casado,14.0,True
686,A0687,26,Braga,Feminino,18,1,12,17,Escola B,Privada,Sim,Outro,12.0,True
687,A0688,18,Porto,Feminino,20,17,19,20,Escola B,Privada,Sim,Outro,19.0,True
688,A0689,30,Coimbra,Feminino,18,11,7,2,Escola D,Publica,Sim,Casado,9.5,False
689,A0690,21,Porto,Feminino,16,18,13,1,Escola A,Publica,Nao,Casado,12.0,True
690,A0691,18,Braga,Masculino,9,17,14,0,Escola D,Publica,Sim,Solteiro,10.0,True
691,A0692,57,Braga,Feminino,9,16,10,9,Escola C,Publica,Sim,Outro,11.0,True
692,A0693,49,Faro,Feminino,3,5,0,18,Escola C,Privada,Nao,Solteiro,6.5,False
693,A0694,51,Lisboa,Masculino,7,14,20,16,Escola A,Publica,Nao,Solteiro,14.25,True
694,A0695,45,Faro,Feminino,19,2,2,11,Escola A,Privada,Sim,Solteiro,8.5,False
695,A0696,48,Coimbra,Masculino,19,5,16,0,Escola C,Publica,Nao,Casado,10.0,True
696,A0697,25,Porto,Masculino,17,2,18,11,Escola B,Privada,Nao,Solteiro,12.0,True
697,A0698,56,Coimbra,Feminino,13,0,13,16,Escola A,Publica,Sim,Casado,10.5,True
698,A0699,43,Braga,Masculino,17,12,7,2,Escola C,Publica,Sim,Casado,9.5,False
699,A0700,51,Faro,Feminino,13,20,12,10,Escola C,Privada,Sim,Solteiro,13.75,True
700,A0701,20,Faro,Masculino,19,13,19,16,Escola B,Privada,Sim,Solteiro,16.75,True
701,A0702,29,Faro,Masculino,20,12,2,2,Escola B,Privada,Nao,Outro,9.0,False
702,A0703,18,Coimbra,Masculino,14,3,4,7,Escola B,Publica,Nao,Solteiro,7.0,False
703,A0704,22,Braga,Feminino,3,6,8,19,Escola B,Privada,Sim,Outro,9.0,False
704,A0705,47,Porto,Feminino,12,9,5,3,Escola D,Privada,Sim,Solteiro,7.25,False
705,A0706,47,Porto,Masculino,7,6,1,20,Escola B,Privada,Nao,Solteiro,8.5,False
706,A0707,34,Coimbra,Masculino,17,20,12,6,Escola D,Privada,Sim,Solteiro,13.75,True
707,A0708,40,Faro,Feminino,11,14,4,13,Escola A,Privada,Sim,Solteiro,10.5,True
708,A0709,32,Lisboa,Feminino,13,14,7,13,Escola C,Privada,Sim,Outro,11.75,True
709,A0710,54,Coimbra,Masculino,1,3,0,3,Escola D,Privada,Sim,Outro,1.75,False
710,A0711,38,Coimbra,Masculino,17,5,19,15,Escola A,Privada,Nao,Solteiro,14.0,True
711,A0712,31,Braga,Feminino,1,19,11,0,Escola A,Privada,Sim,Solteiro,7.75,False
712,A0713,19,Porto,Feminino,10,4,10,16,Escola D,Publica,Nao,Outro,10.0,True
713,A0714,28,Coimbra,Feminino,8,19,6,9,Escola A,Publica,Sim,Casado,10.5,True
714,A0715,56,Coimbra,Feminino,11,11,14,15,Escola A,Privada,Sim,Casado,12.75,True
715,A0716,55,Faro,Feminino,16,0,10,15,Escola D,Publica,Nao,Casado,10.25,True
716,A0717,51,Faro,Masculino,14,7,15,7,Escola A,Publica,Sim,Outro,10.75,True
717,A0718,55,Lisboa,Feminino,16,0,2,6,Escola B,Privada,Nao,Outro,6.0,False
718,A0719,51,Braga,Masculino,17,4,19,5,Escola B,Privada,Sim,Casado,11.25,True
719,A0720,35,Lisboa,Feminino,5,5,13,15,Escola C,Privada,Sim,Casado,9.5,False
720,A0721,47,Faro,Masculino,16,20,2,19,Escola A,Privada,Sim,Solteiro,14.25,True
721,A0722,32,Porto,Feminino,17,2,0,15,Escola C,Privada,Sim,Outro,8.5,False
722,A0723,44,Faro,Feminino,7,14,20,6,Escola B,Privada,Sim,Outro,11.75,True
723,A0724,51,Braga,Masculino,8,4,14,8,Escola B,Publica,Nao,Casado,8.5,False
724,A0725,55,Faro,Masculino,5,13,0,13,Escola B,Privada,Nao,Casado,7.75,False
725,A0726,50,Braga,Feminino,4,17,16,10,Escola A,Publica,Sim,Outro,11.75,True
726,A0727,41,Braga,Feminino,11,15,1,13,Escola A,Privada,Sim,Solteiro,10.0,True
727,A0728,32,Braga,Feminino,10,5,19,6,Escola B,Privada,Nao,Casado,10.0,True
728,A0729,47,Braga,Feminino,0,13,5,0,Escola C,Publica,Nao,Outro,4.5,False
729,A0730,59,Braga,Feminino,10,7,7,12,Escola C,Privada,Sim,Outro,9.0,False
730,A0731,34,Porto,Masculino,18,6,15,19,Escola D,Privada,Sim,Solteiro,14.5,True
731,A0732,22,Lisboa,Masculino,8,7,18,2,Escola B,Publica,Nao,Solteiro,8.75,False
732,A0733,46,Coimbra,Feminino,1,12,0,19,Escola C,Privada,Sim,Casado,8.0,False
733,A0734,21,Lisboa,Masculino,11,5,2,3,Escola B,Publica,Nao,Casado,5.25,False
734,A0735,27,Braga,Masculino,3,17,2,10,Escola C,Privada,Sim,Casado,8.0,False
735,A0736,34,Porto,Masculino,3,1,4,1,Escola D,Privada,Nao,Outro,2.25,False
736,A0737,27,Faro,Feminino,17,7,11,13,Escola D,Publica,Nao,Casado,12.0,True
737,A0738,34,Porto,Masculino,14,10,11,11,Escola B,Privada,Sim,Outro,11.5,True
738,A0739,37,Braga,Feminino,18,0,19,16,Escola C,Publica,Nao,Casado,13.25,True
739,A0740,41,Porto,Masculino,12,5,12,11,Escola A,Publica,Sim,Solteiro,10.0,True
740,A0741,22,Porto,Feminino,18,15,19,11,Escola D,Publica,Sim,Solteiro,15.75,True
741,A0742,51,Braga,Masculino,16,19,8,0,Escola B,Privada,Sim,Outro,10.75,True
742,A0743,23,Porto,Feminino,5,11,6,12,Escola B,Privada,Sim,Solteiro,8.5,False
743,A0744,19,Coimbra,Feminino,15,10,3,13,Escola C,Publica,Nao,Outro,10.25,True
744,A0745,30,Coimbra,Masculino,11,9,18,1,Escola B,Privada,Sim,Outro,9.75,False
745,A0746,28,Porto,Feminino,18,2,18,11,Escola D,Privada,Sim,Solteiro,12.25,True
746,A0747,40,Faro,Feminino,4,12,5,20,Escola B,Privada,Sim,Outro,10.25,True
747,A0748,33,Braga,Feminino,16,2,12,15,Escola B,Publica,Sim,Solteiro,11.25,True
748,A0749,48,Coimbra,Feminino,0,14,10,3,Escola A,Privada,Nao,Casado,6.75,False
749,A0750,28,Faro,Feminino,9,15,12,7,Escola A,Publica,Sim,Casado,10.75,True
750,A0751,33,Porto,Feminino,14,12,12,1,Escola D,Privada,Nao,Solteiro,9.75,False
751,A0752,25,Faro,Feminino,20,16,19,9,Escola C,Privada,Nao,Solteiro,16.0,True
752,A0753,21,Lisboa,Feminino,20,2,14,8,Escola A,Publica,Nao,Solteiro,11.0,True
753,A0754,57,Coimbra,Masculino,10,19,20,14,Escola C,Privada,Sim,Solteiro,15.75,True
754,A0755,21,Porto,Masculino,12,10,12,12,Escola D,Publica,Sim,Casado,11.5,True
755,A0756,42,Braga,Feminino,4,20,10,16,Escola A,Privada,Sim,Outro,12.5,True
756,A0757,20,Porto,Feminino,0,18,18,15,Escola C,Publica,Sim,Outro,12.75,True
757,A0758,49,Braga,Masculino,11,10,7,1,Escola A,Privada,Nao,Casado,7.25,False
758,A0759,20,Porto,Masculino,10,15,19,19,Escola D,Privada,Nao,Outro,15.75,True
759,A0760,44,Faro,Masculino,16,20,7,19,Escola D,Privada,Sim,Casado,15.5,True
760,A0761,46,Faro,Feminino,3,2,9,13,Escola A,Publica,Sim,Outro,6.75,False
761,A0762,49,Faro,Masculino,14,5,15,2,Escola C,Publica,Sim,Solteiro,9.0,False
762,A0763,36,Lisboa,Feminino,8,13,18,11,Escola B,Publica,Sim,Solteiro,12.5,True
763,A0764,38,Braga,Feminino,20,17,10,7,Escola B,Privada,Sim,Solteiro,13.5,True
764,A0765,22,Faro,Masculino,19,16,12,1,Escola A,Publica,Sim,Casado,12.0,True
765,A0766,35,Lisboa,Feminino,18,3,8,3,Escola C,Publica,Sim,Casado,8.0,False
766,A0767,45,Braga,Feminino,18,14,19,13,Escola B,Publica,Nao,Outro,16.0,True
767,A0768,59,Porto,Feminino,11,10,18,15,Escola D,Publica,Nao,Outro,13.5,True
768,A0769,39,Lisboa,Feminino,4,2,15,18,Escola C,Publica,Nao,Outro,9.75,False
769,A0770,38,Coimbra,Masculino,9,2,6,1,Escola B,Publica,Nao,Casado,4.5,False
770,A0771,23,Lisboa,Masculino,16,15,18,11,Escola C,Publica,Sim,Outro,15.0,True
771,A0772,18,Lisboa,Feminino,4,4,11,13,Escola A,Publica,Sim,Solteiro,8.0,False
772,A0773,22,Braga,Feminino,15,20,14,5,Escola C,Publica,Sim,Outro,13.5,True
773,A0774,58,Porto,Masculino,6,9,13,12,Escola B,Publica,Sim,Solteiro,10.0,True
774,A0775,29,Coimbra,Feminino,8,18,10,3,Escola A,Privada,Sim,Casado,9.75,False
775,A0776,43,Faro,Masculino,2,3,9,17,Escola C,Privada,Nao,Solteiro,7.75,False
776,A0777,51,Faro,Feminino,14,18,10,11,Escola D,Publica,Sim,Solteiro,13.25,True
777,A0778,31,Lisboa,Feminino,15,10,5,19,Escola B,Privada,Nao,Solteiro,12.25,True
778,A0779,43,Braga,Masculino,17,1,1,20,Escola A,Privada,Sim,Casado,9.75,False
779,A0780,44,Braga,Masculino,13,9,10,18,Escola C,Publica,Nao,Casado,12.5,True
780,A0781,26,Faro,Masculino,2,10,18,7,Escola D,Publica,Sim,Casado,9.25,False
781,A0782,43,Coimbra,Masculino,11,19,5,6,Escola B,Publica,Nao,Casado,10.25,True
782,A0783,39,Porto,Feminino,8,15,13,15,Escola D,Privada,Sim,Outro,12.75,True
783,A0784,47,Coimbra,Masculino,6,18,19,18,Escola C,Publica,Sim,Casado,15.25,True
784,A0785,34,Porto,Feminino,8,10,5,5,Escola C,Privada,Sim,Solteiro,7.0,False
785,A0786,43,Faro,Masculino,12,13,16,19,Escola A,Publica,Sim,Casado,15.0,True
786,A0787,53,Porto,Masculino,17,1,9,20,Escola D,Privada,Nao,Outro,11.75,True
787,A0788,18,Braga,Feminino,4,4,0,10,Escola A,Privada,Sim,Outro,4.5,False
788,A0789,25,Lisboa,Masculino,12,4,2,4,Escola B,Publica,Nao,Outro,5.5,False
789,A0790,52,Lisboa,Masculino,3,18,7,15,Escola A,Publica,Sim,Solteiro,10.75,True
790,A0791,32,Faro,Masculino,1,20,7,6,Escola B,Privada,Nao,Casado,8.5,False
791,A0792,39,Braga,Masculino,15,11,19,4,Escola C,Privada,Sim,Casado,12.25,True
792,A0793,31,Coimbra,Feminino,8,17,14,10,Escola C,Publica,Sim,Casado,12.25,True
793,A0794,43,Braga,Feminino,8,3,6,14,Escola D,Publica,Nao,Solteiro,7.75,False
794,A0795,45,Lisboa,Masculino,5,16,10,2,Escola B,Privada,Sim,Solteiro,8.25,False
795,A0796,40,Lisboa,Masculino,10,9,6,4,Escola C,Publica,Sim,Outro,7.25,False
796,A0797,31,Braga,Masculino,0,19,3,20,Escola D,Privada,Nao,Outro,10.5,True
797,A0798,41,Braga,Feminino,3,5,11,4,Escola D,Publica,Sim,Casado,5.75,False
798,A0799,19,Lisboa,Feminino,12,13,5,8,Escola A,Publica,Nao,Solteiro,9.5,False
799,A0800,43,Coimbra,Feminino,12,10,13,14,Escola D,Publica,Sim,Solteiro,12.25,True
800,A0801,31,Faro,Feminino,12,10,11,2,Escola C,Privada,Nao,Casado,8.75,False
801,A0802,24,Faro,Masculino,1,17,10,5,Escola A,Publica,Nao,Casado,8.25,False
802,A0803,20,Braga,Masculino,8,17,18,16,Escola B,Privada,Nao,Outro,14.75,True
803,A0804,40,Faro,Masculino,7,10,20,20,Escola B,Publica,Nao,Outro,14.25,True
804,A0805,35,Lisboa,Feminino,6,20,4,7,Escola C,Privada,Sim,Outro,9.25,False
805,A0806,55,Lisboa,Masculino,3,11,13,20,Escola C,Privada,Sim,Casado,11.75,True
806,A0807,52,Braga,Feminino,17,4,20,10,Escola A,Publica,Nao,Casado,12.75,True
807,A0808,32,Braga,Feminino,2,8,15,5,Escola A,Privada,Sim,Outro,7.5,False
808,A0809,42,Braga,Masculino,5,8,12,7,Escola C,Privada,Sim,Outro,8.0,False
809,A0810,54,Coimbra,Masculino,11,9,19,9,Escola C,Privada,Sim,Solteiro,12.0,True
810,A0811,45,Faro,Masculino,11,18,3,2,Escola B,Privada,Nao,Solteiro,8.5,False
811,A0812,27,Braga,Feminino,20,0,10,13,Escola B,Publica,Sim,Outro,10.75,True
812,A0813,56,Porto,Feminino,7,6,16,13,Escola B,Publica,Sim,Outro,10.5,True
813,A0814,34,Porto,Masculino,0,3,6,9,Escola C,Publica,Nao,Solteiro,4.5,False
814,A0815,56,Lisboa,Masculino,3,0,13,11,Escola D,Privada,Sim,Outro,6.75,False
815,A0816,39,Faro,Feminino,20,14,10,5,Escola C,Privada,Nao,Solteiro,12.25,True
816,A0817,43,Braga,Masculino,10,7,8,11,Escola C,Publica,Nao,Solteiro,9.0,False
817,A0818,42,Porto,Feminino,2,11,12,13,Escola B,Publica,Nao,Solteiro,9.5,False
818,A0819,34,Faro,Feminino,12,17,17,1,Escola C,Privada,Sim,Casado,11.75,True
819,A0820,30,Lisboa,Masculino,16,14,10,8,Escola A,Publica,Sim,Casado,12.0,True
820,A0821,37,Coimbra,Masculino,9,16,14,9,Escola C,Publica,Nao,Outro,12.0,True
821,A0822,42,Faro,Masculino,20,13,18,16,Escola C,Privada,Nao,Solteiro,16.75,True
822,A0823,21,Faro,Masculino,11,13,0,16,Escola C,Publica,Nao,Casado,10.0,True
823,A0824,27,Coimbra,Feminino,14,17,3,2,Escola C,Privada,Nao,Outro,9.0,False
824,A0825,20,Faro,Feminino,20,19,13,18,Escola D,Publica,Nao,Outro,17.5,True
825,A0826,58,Lisboa,Feminino,9,17,13,0,Escola C,Privada,Nao,Outro,9.75,False
826,A0827,35,Lisboa,Masculino,13,15,2,11,Escola A,Privada,Sim,Outro,10.25,True
827,A0828,53,Coimbra,Feminino,12,0,16,6,Escola A,Privada,Nao,Outro,8.5,False
828,A0829,39,Braga,Masculino,4,10,2,3,Escola C,Privada,Nao,Solteiro,4.75,False
829,A0830,51,Porto,Masculino,5,14,15,9,Escola B,Privada,Nao,Outro,10.75,True
830,A0831,25,Braga,Masculino,1,11,13,12,Escola D,Publica,Sim,Solteiro,9.25,False
831,A0832,57,Faro,Masculino,16,7,19,1,Escola C,Publica,Sim,Casado,10.75,True
832,A0833,36,Porto,Masculino,3,19,12,9,Escola C,Publica,Sim,Outro,10.75,True
833,A0834,59,Coimbra,Masculino,13,5,14,20,Escola C,Privada,Sim,Casado,13.0,True
834,A0835,58,Coimbra,Feminino,9,2,13,3,Escola B,Publica,Nao,Solteiro,6.75,False
835,A0836,54,Porto,Masculino,2,12,18,17,Escola B,Privada,Sim,Solteiro,12.25,True
836,A0837,23,Lisboa,Feminino,2,12,5,4,Escola B,Privada,Nao,Casado,5.75,False
837,A0838,43,Porto,Feminino,14,1,9,18,Escola D,Publica,Nao,Outro,10.5,True
838,A0839,51,Faro,Masculino,5,4,14,1,Escola A,Privada,Nao,Outro,6.0,False
839,A0840,23,Lisboa,Masculino,16,16,20,11,Escola D,Publica,Nao,Casado,15.75,True
840,A0841,54,Coimbra,Masculino,11,5,19,16,Escola B,Privada,Nao,Casado,12.75,True
